Level,Code,Name,Parent Account,Type,active,pending,state
Layer 5,12502001,Interest Payable on Term Borrowing in FC <USD>,Interest Payable on Borrowings from other Banks,General,True,False,approve
Layer 5,12502002,Interest Payable on Term Borrowings ,Interest Payable on Borrowings from other Banks,General,True,False,approve
Layer 5,12502003,Interest Payable on Call Borrowing ,Interest Payable on Borrowings from other Banks,General,True,False,approve
Layer 5,12502004,Interest Payable A/c- Repo ,Interest Payable on Borrowings from other Banks,General,True,False,approve
Layer 5,12502005,Interest payable on Call Borrowing in FC <USD>,Interest Payable on Borrowings from other Banks,General,True,False,approve
Layer 5,12502006,Interest payable on Call Borrowing in FC <GBP>,Interest Payable on Borrowings from other Banks,General,True,False,approve
Layer 5,12502007,SME Foundation,Interest Payable on Borrowings from other Banks,General,True,False,approve
Layer 5,12301001,SME Foundation Fund (MTB Youth Line),Other Institutes,General,True,False,approve
Layer 5,12302001,SME Foundation Fund (MTB Gunabati),Pre-finance (Other Institute),General,True,False,approve
Layer 5,12303001,Interest Payable on Borrowings from SME Foundation,Borrowings from NBFI,General,True,False,approve
Layer 5,12503001,Interest Payable on Borrowing from NBFI,Interest Payable on Borrowings fm other Institution,General,True,False,approve
Layer 5,12503002,OBU Borrowings from Foreign Country FC-USD,Interest Payable on Borrowings fm other Institution,General,True,False,approve
Layer 5,12401001,OBU Borrowings from MTB <FC-USD>,OBU Borrowings from foreign country <FC>,General,True,False,approve
Layer 5,12402001,OBU Brwings fm Banks/ Inst other than MTB USD,OBU Borrowings from Bangladesh <FC>,General,True,False,approve
Layer 5,12402002,Interest Payable on Borrowings from LTFF  under FSSP,OBU Borrowings from Bangladesh <FC>,General,True,False,approve
Layer 5,12501001,Interest Payable on Borrowing -IPFF Fund USD,Interest Payable on Borrowings fm BB,General,True,False,approve
Layer 5,12501002,Interest Payable on Borrowing -IPFF Fund GBP,Interest Payable on Borrowings fm BB,General,True,False,approve
Layer 5,12501003,Interest Payable on Borrowings from BB-others,Interest Payable on Borrowings fm BB,General,True,False,approve
Layer 5,12501004,Interest Payable on Borrowings from BB-under prefinance,Interest Payable on Borrowings fm BB,General,True,False,approve
Layer 5,12501005,Interest Payable on Borrowings from BB-under Refinance,Interest Payable on Borrowings fm BB,General,True,False,approve
Layer 5,12501006,Current Account Regular <CAREG>,Interest Payable on Borrowings fm BB,General,True,False,approve
Layer 5,13101001,MTB Probaho,Current Accounts <BDT>,General,True,False,approve
Layer 5,13101002,Current CMS,Current Accounts <BDT>,General,True,False,approve
Layer 5,13101003,NITA Account <CAFNT>,Current Accounts <BDT>,General,True,False,approve
Layer 5,13101004,Non-Resident Taka Account <CAFNR>,Current Accounts <BDT>,General,True,False,approve
Layer 5,13101005,CA FCERQ USD,Current Accounts <BDT>,General,True,False,approve
Layer 5,13102001,CA FCEPZ <NFCD> USD,Current Accounts <FC>,General,True,False,approve
Layer 5,13102011,Current Deposits DBW USD,Current Accounts <FC>,General,True,False,approve
Layer 5,13102021,CA FCDAD USD,Current Accounts <FC>,General,True,False,approve
Layer 5,13102031,CA FCOTH USD,Current Accounts <FC>,General,True,False,approve
Layer 5,13102041,Credit Balance IN OD/CC Accounts,Current Accounts <FC>,General,True,False,approve
Layer 5,13103001,FBPAR USD,MiSc Customer Deposit,General,True,False,approve
Layer 5,13104001,RTGS Adjusting Account,Sundry Deposits <FC>,General,True,False,approve
Layer 5,13105001,RTGS FI to FI Settlement,Sundry Deposits,General,True,False,approve
Layer 5,13105002,Excess Cash,Sundry Deposits,General,True,False,approve
Layer 5,13105003,MasterCard Prepaid International (USD),Sundry Deposits,General,True,False,approve
Layer 5,13105004,Revenue Stamp Charge Payable,Sundry Deposits,General,True,False,approve
Layer 5,13105005,bKash Commission Payable,Sundry Deposits,General,True,False,approve
Layer 5,13105006,Payable to Bangladesh Bank - Service Charge,Sundry Deposits,General,True,False,approve
Layer 5,13105007,BEFTN Transaction,Sundry Deposits,General,True,False,approve
Layer 5,13105008,Exchange House Coop Fund,Sundry Deposits,General,True,False,approve
Layer 5,13105009,MasterCard Local Prepaid,Sundry Deposits,General,True,False,approve
Layer 5,13105010,Prepaid Gift Card,Sundry Deposits,General,True,False,approve
Layer 5,13105011,Prepaid International Card,Sundry Deposits,General,True,False,approve
Layer 5,13105012,Online Clearing Adjustment,Sundry Deposits,General,True,False,approve
Layer 5,13105013,Risk Fund (Auto Loan),Sundry Deposits,General,True,False,approve
Layer 5,13105014,Stamp Charge Recovery,Sundry Deposits,General,True,False,approve
Layer 5,13105015,Retail CIB Charge Recover for BB,Sundry Deposits,General,True,False,approve
Layer 5,13105016,Retail Notarization Charge Recovery,Sundry Deposits,General,True,False,approve
Layer 5,13105017,Central Fund (RMG Sector),Sundry Deposits,General,True,False,approve
Layer 5,13105018,Risk Fund (Card),Sundry Deposits,General,True,False,approve
Layer 5,13105019,Credit Report Charges Payable,Sundry Deposits,General,True,False,approve
Layer 5,13105020,Online GL Transaction,Sundry Deposits,General,True,False,approve
Layer 5,13105022,Online Transfer DD Amount,Sundry Deposits,General,True,False,approve
Layer 5,13105023,Clearing House Payable,Sundry Deposits,General,True,False,approve
Layer 5,13105024,Risk Fund (Small Business Loan),Sundry Deposits,General,True,False,approve
Layer 5,13105025,Risk Fund (House Repair/Renovation Loan),Sundry Deposits,General,True,False,approve
Layer 5,13105026,Lease Deposit,Sundry Deposits,General,True,False,approve
Layer 5,13105027,P. Fund Loan Instalment,Sundry Deposits,General,True,False,approve
Layer 5,13105028,Foreign Bank Adjustment A/c,Sundry Deposits,General,True,False,approve
Layer 5,13105029,SWIFT Charges,Sundry Deposits,General,True,False,approve
Layer 5,13105030,Margin on L/C (Others),Sundry Deposits,General,True,False,approve
Layer 5,13105031,Margin on L/G (Inland),Sundry Deposits,General,True,False,approve
Layer 5,13105032,Margin on L/G (Foreign),Sundry Deposits,General,True,False,approve
Layer 5,13105033,Risk Fund (Lease Finance),Sundry Deposits,General,True,False,approve
Layer 5,13105034,AIT <Advance Income Tax> Payable Account,Sundry Deposits,General,True,False,approve
Layer 5,13105035,Fund Build up Aganist Export Bill,Sundry Deposits,General,True,False,approve
Layer 5,13105036,Sundry Creditors,Sundry Deposits,General,True,False,approve
Layer 5,13105037,Security Deposit,Sundry Deposits,General,True,False,approve
Layer 5,13105038,Margin on L/C (Cash),Sundry Deposits,General,True,False,approve
Layer 5,13105039,Margin on IBP/FDBP,Sundry Deposits,General,True,False,approve
Layer 5,13105040,LDBC,Sundry Deposits,General,True,False,approve
Layer 5,13105041,Duty Draw Back,Sundry Deposits,General,True,False,approve
Layer 5,13105042,Cash Incentive (Traditional),Sundry Deposits,General,True,False,approve
Layer 5,13105043,Cash Incentive (Non Traditional),Sundry Deposits,General,True,False,approve
Layer 5,13105044,OBC Outward Bill Collection,Sundry Deposits,General,True,False,approve
Layer 5,13105045,Advance Lease Rental,Sundry Deposits,General,True,False,approve
Layer 5,13105047,Risk Fund (CCS),Sundry Deposits,General,True,False,approve
Layer 5,13105048,OBC Outward Cheque Collection,Sundry Deposits,General,True,False,approve
Layer 5,13105049,Transfer Delivery,Sundry Deposits,General,True,False,approve
Layer 5,13105021,FCC/ FCP <parking account>,Sundry Deposits,General,True,False,approve
Layer 5,13106001,MTB Buniad,Sundry Deposits <FC>,General,True,False,approve
Layer 5,13201001,NRB Fixed Deposit,Term Deposits,General,True,False,approve
Layer 5,13201002,Term Deposit General,Term Deposits,General,True,False,approve
Layer 5,13201003,Term Deposit Monthly Benefit Plan,Term Deposits,General,True,False,approve
Layer 5,13201004,RTD MTB Buniad,Term Deposits,General,True,False,approve
Layer 5,13202001,Reinvestment Term Deposits General,Term Deposits Reinvestments,General,True,False,approve
Layer 5,13202002,RTD Double Benefit Scheme,Term Deposits Reinvestments,General,True,False,approve
Layer 5,13202003,RTD NRB,Term Deposits Reinvestments,General,True,False,approve
Layer 5,13202004,RD Brick-by-Brick,Term Deposits Reinvestments,General,True,False,approve
Layer 5,13203001,RD MTB Educational Plan,Recurring Deposit,General,True,False,approve
Layer 5,13203002,RD Kotipati,Recurring Deposit,General,True,False,approve
Layer 5,13203004,RD Millionnaire Plan,Recurring Deposit,General,True,False,approve
Layer 5,13203005,NFCD USD,Recurring Deposit,General,True,False,approve
Layer 5,13205001,MTB Ankur,Special Notice Deposit,General,True,False,approve
Layer 5,13206001,MTB Staff,Savings Bank Account,General,True,False,approve
Layer 5,13206012,MTB Payroll Premium,Savings Bank Account,General,True,False,approve
Layer 5,13206013,MTB Payroll eSavers,Savings Bank Account,General,True,False,approve
Layer 5,13206014,MTB Payroll Saver,Savings Bank Account,General,True,False,approve
Layer 5,13206015,MTB Ruby,Savings Bank Account,General,True,False,approve
Layer 5,13206002,MTB Graduate,Savings Bank Account,General,True,False,approve
Layer 5,13206003,MTB Junior,Savings Bank Account,General,True,False,approve
Layer 5,13206004,MTB Privilege Saving,Savings Bank Account,General,True,False,approve
Layer 5,13206005,NRB Savings Account,Savings Bank Account,General,True,False,approve
Layer 5,13206006,MTB Senior,Savings Bank Account,General,True,False,approve
Layer 5,13206007,MTB Inspire,Savings Bank Account,General,True,False,approve
Layer 5,13206008,MTB Shanchay,Savings Bank Account,General,True,False,approve
Layer 5,13206009,MTB Care,Savings Bank Account,General,True,False,approve
Layer 5,13206010,Regular Savings  Deposit,Savings Bank Account,General,True,False,approve
Layer 5,13206011,SBResident Foreign Currency USD,Savings Bank Account,General,True,False,approve
Layer 5,13207001,SB Personal Foreign Currency Account USD,Savings Bank Account <FC>,General,True,False,approve
Layer 5,13302001,Bank Deposits -FD  <BDT>,Current Deposits from NBFI,General,True,False,approve
Layer 5,13401001,Bank Deposits -FD  <USD>,Bank Deposits -FD ,General,True,False,approve
Layer 5,13401002,Bank Deposits -FD  <EUR>,Bank Deposits -FD ,General,True,False,approve
Layer 5,13401003,Bank Deposits -FD  <GBP>,Bank Deposits -FD ,General,True,False,approve
Layer 5,13401004,NBFI Deposits -FD ,Bank Deposits -FD ,General,True,False,approve
Layer 5,13501001,IP MTB Ankur,Interest Payable on Current Deposits,General,True,False,approve
Layer 5,13601001,IP MTB Ruby,Interest Payable on TD Accounts,General,True,False,approve
Layer 5,13601002,IP MTB Graduate,Interest Payable on TD Accounts,General,True,False,approve
Layer 5,13601003,IP MTB Junior,Interest Payable on TD Accounts,General,True,False,approve
Layer 5,13601004,IP MTB Privilege Saving,Interest Payable on TD Accounts,General,True,False,approve
Layer 5,13602001,IP MTB Senior,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602002,IP on MTB Inspire,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602003,IP on MTB Shanchay,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602004,IP on MTB Care,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602005,IP on Regular Savings  Deposit,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602006,Interest payable on RD Brick-by-Brick,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602007,Interest payable on RD MTB Educational Plan,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602008,Interest payable on RD Kotipati,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602009,Interest payable on RD Millionnaire Plan,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13602010,Interest payable on RD NRB,Interest Payable on Savings Bank Accounts,General,True,False,approve
Layer 5,13603001,Interest Payable on NFCD USD,Interest payable on Recurring Deposit,General,True,False,approve
Layer 5,13603002,IP RTD Double Benefit Scheme,Interest payable on Recurring Deposit,General,True,False,approve
Layer 5,13603003,IP Reinvestment Term Deposits General,Interest payable on Recurring Deposit,General,True,False,approve
Layer 5,13603004,IP RTD MTB Buniad,Interest payable on Recurring Deposit,General,True,False,approve
Layer 5,13603006,P O Issued,Interest payable on Recurring Deposit,General,True,False,approve
Layer 5,13604001,PO Payable pending printing,Interest Payable on Special Notice Deposits,General,True,False,approve
Layer 5,13605001,P.S. Issued,Interest Payable on Term Deposits FC,General,True,False,approve
Layer 5,13606001,DD Payable pending printing,Interest Payable on Savings Bank Accounts FC,General,True,False,approve
Layer 5,13606002,DD Issued,Interest Payable on Savings Bank Accounts FC,General,True,False,approve
Layer 5,13607001,T.T. Payable,Interest payable on Term Deposits Reinvestments,General,True,False,approve
Layer 5,13607002,M.T. Payable,Interest payable on Term Deposits Reinvestments,General,True,False,approve
Layer 5,13607003,xxxxx,Interest payable on Term Deposits Reinvestments,General,True,False,approve
Layer 5,13702001,Interest Payable on Subordinated Bond,Interest Payable on NBFI Deposits,General,True,False,approve
Layer 5,13801007,Interest Suspenses Account Sub-Standard,Bills Payable,General,True,False,approve
Layer 5,13801003,Interest Suspenses Account Doubtful,Bills Payable,General,True,False,approve
Layer 5,13801004,Interest Suspenses Account Bad & Loss,Bills Payable,General,True,False,approve
Layer 5,14201001, Liabilities under Finance Lease,Other Bond,General,True,False,approve
Layer 5,15201001,Employees' Death Benefit  Fund,Clearing House Adjustment,General,True,False,approve
Layer 5,15207001,Transit A/c- Reverase Repo,Deferred Tax Liability,General,True,False,approve
Layer 5,15208002,VAT on Income,Staff Fund,General,True,False,approve
Layer 5,15208003,VAT on Expenditure,Staff Fund,General,True,False,approve
Layer 5,15208004,Excise Duty,Staff Fund,General,True,False,approve
Layer 5,15209001,Source Tax on Revenue Expenses,Contribution to MTB Foundation,General,True,False,approve
Layer 5,15210001,Source Tax on Interest on Deposits,Repo Interest Income Account,General,True,False,approve
Layer 5,15211001,"Source Tax on SWIFT, Reuters & VISA Bill <Outward remittance>",Exchange Equalization Fund,General,True,False,approve
Layer 5,15212001,Source Tax on misc income of customers,Advance Intt. on Treasury Bill,General,True,False,approve
Layer 5,15213001,Insurance Premium (BDT),NOSTRO A/c Adjustment,General,True,False,approve
Layer 5,15215001,Dispute Account - ATM,Revaluation Gain on HFT Securities,General,True,False,approve
Layer 5,15216001,Dispute Account - POS,VAT payable,General,True,False,approve
Layer 5,15216002,Marchant Payable A/c,VAT payable,General,True,False,approve
Layer 5,15217001,Card Tran. Fees Receive (VISA),Excise Duty payable,General,True,False,approve
Layer 5,15218001,VISA Prepaid International (USD),Source Tax <TDS> payable,General,True,False,approve
Layer 5,15218002,NPSB  OFF-US ATM,Source Tax <TDS> payable,General,True,False,approve
Layer 5,15218003,Transaction Fee (NPSB) Debit Card,Source Tax <TDS> payable,General,True,False,approve
Layer 5,15218004,Agent Banking Utility Bill Payable,Source Tax <TDS> payable,General,True,False,approve
Layer 5,15219001,Agent Banking Utility Bill Commision Payable,Card Settlement Account,General,True,False,approve
Layer 5,15219002,Agent Banking Float Sharing Commision Payable,Card Settlement Account,General,True,False,approve
Layer 5,15219003,Agent Banking Loan Reletionship Fee Payable,Card Settlement Account,General,True,False,approve
Layer 5,15219004,Agent Banking Cheque Book Fee Comm. Payable,Card Settlement Account,General,True,False,approve
Layer 5,15219005,Agent Banking Transaction Commision Payable,Card Settlement Account,General,True,False,approve
Layer 5,15219006,Agent Banking Remittance Commision Payable,Card Settlement Account,General,True,False,approve
Layer 5,15220001,Agent Banking Debit Card Fee Commision Payable,Card Settlement Account <FC>,General,True,False,approve
Layer 5,15222002,Provision for Unclassified Loans & Advance,Agent Banking,General,True,False,approve
Layer 5,15222003,Provision for Classified Loans & Advance,Agent Banking,General,True,False,approve
Layer 5,15222004,Provision for Off-balance sheet Items,Agent Banking,General,True,False,approve
Layer 5,15222005,General Provision ,Agent Banking,General,True,False,approve
Layer 5,15222006,Provision agt. Investment in Securities,Agent Banking,General,True,False,approve
Layer 5,15222007,Provision for Other Asset,Agent Banking,General,True,False,approve
Layer 5,15222008,MTB General Account,Agent Banking,General,True,False,approve
Layer 5,15224001,Cash with Vault,Bonus Payable,General,True,False,approve
Layer 5,15301002,Cash with ATM ,Provision for Advances,General,True,False,approve
Layer 5,15301004,Cash with Vault <USD>,Provision for Advances,General,True,False,approve
Layer 5,15302001,Cash with Vault <GBP>,Provision for Investments,General,True,False,approve
Layer 5,15303001,Cash with Chief Cashier <GBP>,Provision for others,General,True,False,approve
Layer 5,16101001,Cash with Teller <GBP>,Branch Accounts,General,True,False,approve
Layer 5,17101001,Cash with Vault <JPY>,Income for the period fm 1 Jan to lwd,General,True,False,approve
Layer 5,21101001,Cash with Chief Cashier <JPY>,Cash in Hand <BDT>,General,True,False,approve
Layer 5,21102001,Cash with Vault <EUR>,Cash in Transit,General,True,False,approve
Layer 5,21103001,Cash with Teller 1 <EUR>,Cash with Service Provider,General,True,False,approve
Layer 5,21104001,Cash in Transit <GBP>,Cash with ATM,General,True,False,approve
Layer 5,21105001,Cash in Transit <USD>,Cash in Booth,General,True,False,approve
Layer 5,21106001,Cash in Transit <EUR>,Cash in Hand <FC>,General,True,False,approve
Layer 5,21106004,Cash in Transit <JPY>,Cash in Hand <FC>,General,True,False,approve
Layer 5,21106006,Bangladesh Bank- RTGS Settlement A/c,Cash in Hand <FC>,General,True,False,approve
Layer 5,21106007,Bangladesh Bank FC Clearing A/c (EUR),Cash in Hand <FC>,General,True,False,approve
Layer 5,21106008,Bangladesh Bank FC Clearing A/c (USD),Cash in Hand <FC>,General,True,False,approve
Layer 5,21106010,Bangladesh Bank FC Clearing A/c Other,Cash in Hand <FC>,General,True,False,approve
Layer 5,21106012,Bangladesh Bank FC Clearing A/c (GBP),Cash in Hand <FC>,General,True,False,approve
Layer 5,21107001,Bangladesh Bank FC Clearing A/c (JPY),Cash in Transit <FC>,General,True,False,approve
Layer 5,21107002,Bangladesh Bank FC Clearing A/c (DAD-USD),Cash in Transit <FC>,General,True,False,approve
Layer 5,21107003,Bangladesh Bank FC Clearing A/c (DAD-EUR),Cash in Transit <FC>,General,True,False,approve
Layer 5,21107004,Bangladesh Bank FC Clearing A/c (DAD-GBP),Cash in Transit <FC>,General,True,False,approve
Layer 5,21201001,Bangladesh Bank RTGS Settlement A/c (USD),Balance with BB <LCY>,General,True,False,approve
Layer 5,21201002,Bangladesh Bank RTGS Settlement A/c (GBP),Balance with BB <LCY>,General,True,False,approve
Layer 5,21202001,Bangladesh Bank RTGS Settlement A/c (EUR),Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202002,Balance with Sonali Bank,Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202003,Balance with other Banks,Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202004,Balance with Mobile Wallet,Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202005,Balance with Other Banks in FC,Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202021,Foreign Banks Nostro (USD),Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202022,Foreign Banks Nostro (ACU),Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202023,Foreign Banks Nostro (EUR),Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202041,Foreign Banks Nostro (GBP),Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202042,Foreign Banks Nostro (JPY),Balance with BB  <FCY>,General,True,False,approve
Layer 5,21202043,Foreign Banks Nostro (SGD),Balance with BB  <FCY>,General,True,False,approve
Layer 5,21301001,Foreign Banks Nostro (CHF),Balance with Agent Bank <BDT>,General,True,False,approve
Layer 5,21401001,Foreign Banks Nostro(ACU-USD),Other Banks & FIs in Bangladesh,General,True,False,approve
Layer 5,21401002,Foreign Banks Nostro (ACU-EUR),Other Banks & FIs in Bangladesh,General,True,False,approve
Layer 5,21402001,Foreign Banks Nostro (AED),Other Banks & FIs in Bangladesh <FC>,General,True,False,approve
Layer 5,21403001,Foreign Banks Nostro (QAR),Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403002,Interest receivable on Balance with Other Banks,Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403003,NOSTRO for OBU,Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403004,Call Money ,Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403005,Call Money USD,Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403007,Interest Receivable on Call Money <USD>,Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403008,Stock of Prize Bonds,Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403009,Govt. Securities (Encumbered),Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403010,Bangladesh Bank Bill,Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21403011,Repo Interest Adjustment,Other Banks & FIs outside Bangladesh <FC>,General,True,False,approve
Layer 5,21404001,Treasury Bills Held for Trading (HFT) Reverse Repo,Interest Receivable FC,General,True,False,approve
Layer 5,21405001,Treasury Bills Held for Trading (HFT),Interest Receivable BDT,General,True,False,approve
Layer 5,21406001,Treasury Bills Held to Maturity (HTM) Reverse Repo,OBU other Banks & FI <FC>,General,True,False,approve
Layer 5,22101001,Treasury Bills Held to Maturity (HTM),Call Money <BDT>,General,True,False,approve
Layer 5,22102001,Govt. Securities T Bill  (Encumbered),Call Money <FC>,General,True,False,approve
Layer 5,22103001,Treasury Bond (HTM) Reverse Repo,Interest Receivable on Call Money <BDT>,General,True,False,approve
Layer 5,22104001,Treasury Bond Held for Trading (HFT) Reverse Repo,Interest Receivable on Call Money <FC>,General,True,False,approve
Layer 5,23101001,Treasury Bond Held to Maturity (HTM),Securities other than Tbill Tbond,General,True,False,approve
Layer 5,23101002,Remeasured HTM,Securities other than Tbill Tbond,General,True,False,approve
Layer 5,23101003,Interest Receivables on Treasury Bond,Securities other than Tbill Tbond,General,True,False,approve
Layer 5,23101004,Treasury Bond Held for Trading (HFT),Securities other than Tbill Tbond,General,True,False,approve
Layer 5,23103001,<Private> Equity Investments,Treasury Bills ,General,True,False,approve
Layer 5,23103002,<Private> Investments in Debenture,Treasury Bills ,General,True,False,approve
Layer 5,23103003,<Private> Investments in Bonds <Corp>,Treasury Bills ,General,True,False,approve
Layer 5,23103004,<Private> Investments in Bonds <Sub-ordinated>,Treasury Bills ,General,True,False,approve
Layer 5,23103005,<public> Proprietary Investment Portfolio,Treasury Bills ,General,True,False,approve
Layer 5,23104001,Investment under Managed Portfolio,T Bond,General,True,False,approve
Layer 5,23104002,Investment in Mutual Fund <pvt placement> Open ended,T Bond,General,True,False,approve
Layer 5,23104003,Investment in Mutual Fund <pvt placement> Closed ended,T Bond,General,True,False,approve
Layer 5,23104004,Investment in Preference Share,T Bond,General,True,False,approve
Layer 5,23104005,Investment in Zero Coupon Bond <Corporate>,T Bond,General,True,False,approve
Layer 5,23104006,Investment in Commercial Paper,T Bond,General,True,False,approve
Layer 5,23201001,Interest Receivable on Investment  in Commercial Paper,Other Investments,General,True,False,approve
Layer 5,23201002,IR in <Private> Investments in Debenture,Other Investments,General,True,False,approve
Layer 5,23201003,IR in <Private> Investments in Bonds <Corp>,Other Investments,General,True,False,approve
Layer 5,23201004,IR in <Private> Investments in Bonds <Sub-ordinated>,Other Investments,General,True,False,approve
Layer 5,23201005,Investment in Subsidiaries MTB SL,Other Investments,General,True,False,approve
Layer 5,23201006,Investment in Subsidiaries MTB CL,Other Investments,General,True,False,approve
Layer 5,23201007,Investment in Subsidiaries MTB EX UK,Other Investments,General,True,False,approve
Layer 5,23201008,MTB Auto Loan,Other Investments,General,True,False,approve
Layer 5,23201009,MTB Home Loan,Other Investments,General,True,False,approve
Layer 5,23201010,MTB Home Equity Loan,Other Investments,General,True,False,approve
Layer 5,23201011,MTB NRB Home Loan,Other Investments,General,True,False,approve
Layer 5,23201012,MTB Neer,Other Investments,General,True,False,approve
Layer 5,23201013,MTB Personal Loan,Other Investments,General,True,False,approve
Layer 5,23201014,MTB Professional Loan,Other Investments,General,True,False,approve
Layer 5,23201015,Consumer Financing,Other Investments,General,True,False,approve
Layer 5,23301001,Car Loan (Employee),Investment in Subsidiaries,General,True,False,approve
Layer 5,23301002,Employees House Building Loan,Investment in Subsidiaries,General,True,False,approve
Layer 5,23301003,Staff Loan Aganist Prov. Fund,Investment in Subsidiaries,General,True,False,approve
Layer 5,24101001,House Building Loan <Developer>,Retail Term Loans <excl. Staff Loans>,General,True,False,approve
Layer 5,24101002,Lease Finance (Monthly),Retail Term Loans <excl. Staff Loans>,General,True,False,approve
Layer 5,24101003,Lease Finance (Quarterly),Retail Term Loans <excl. Staff Loans>,General,True,False,approve
Layer 5,24101004,House Building Loan <Commercial>,Retail Term Loans <excl. Staff Loans>,General,True,False,approve
